[0] 3:20	[music]
[3574] 2:41:57	describing the traditions indigenous to
[3575] 2:41:59	the Indian sub-continent." Yeah, it is.
[3576] 2:42:01	And then when you have to engage
[3577] 2:42:03	Hinduism, now you're dealing again with
[3578] 2:42:05	that cultural apologetics that we talked
[3579] 2:42:07	about earlier. It's very difficult to
[3580] 2:42:09	overcome cultural apologetics.
[3581] 2:42:12	Um
[3582] 2:42:13	cuz there's a cultural understanding
[3583] 2:42:15	that it's very difficult to pull away
[3584] 2:42:17	from. We all have it. We all have a
[3585] 2:42:19	cultural understanding of of our
[3586] 2:42:22	religion, of our way of life. It is just
[3587] 2:42:25	incredibly difficult to to break out of
[3588] 2:42:29	that mode. Cuz it's what we were raised
[3589] 2:42:31	with and what we grew up with. So
[3590] 2:42:36	So it's just
[3591] 2:42:38	very difficult to to get beyond that.
[3592] 2:42:41	Um and and Hindus do have that issue.
[3593] 2:42:43	Now
[3594] 2:42:45	in China
[3595] 2:42:47	where you have a combination of Buddhism
[3596] 2:42:50	and Taoism and all that and
[3597] 2:42:51	Confucianism.
[3598] 2:42:53	The issue is not so much monotheism. The
[3599] 2:42:56	issue is sin.
[3600] 2:42:58	So, the cultural apologetic in China is
[3601] 2:43:00	different again.
[3602] 2:43:02	And a lot of that is the fact that there
[3603] 2:43:04	is no concept of personal sin or
[3604] 2:43:07	personal
[3605] 2:43:08	uh transgression
[3606] 2:43:10	in Chinese culture.
[3607] 2:43:12	It's one of the reasons why it's so
[3608] 2:43:14	difficult
[3609] 2:43:15	to
[3610] 2:43:20	um
[3611] 2:43:22	to get that um traction within, say,
[3612] 2:43:25	Chinese culture. Hinduism? The the the
[3613] 2:43:28	the sticking point is polytheism.
[3614] 2:43:32	Uh the
[3615] 2:43:33	philosopher
[3616] 2:43:34	Dixie says, "Has the scot of secrets?"
[3617] 2:43:37	What's that?
[3618] 2:43:39	And more infirm son than more infirm son
[3619] 2:43:43	of Osiris and Isis?
[3620] 2:43:45	Uh there was only one son of Osiris and
[3621] 2:43:48	Isis,
[3622] 2:43:49	uh which is Horus.
[3623] 2:43:51	So, um
[3624] 2:43:58	Yeah, this is doesn't make This is not
[3625] 2:44:00	not This is not consistent with the
[3626] 2:44:02	Egyptian religion.
[3627] 2:44:04	Uh Plutarch he says mentions that some
[3628] 2:44:06	Egyptian myths he gets in in hand it
[3629] 2:44:09	beheaded. We don't trust Plutarch for
[3630] 2:44:11	Egyptian stuff. We really don't.
[3631] 2:44:13	Plutarch was wrong on a lot more than he
[3632] 2:44:15	was right. So, just saying we don't
[3633] 2:44:17	trust Plutarch for this.
[3634] 2:44:19	And and if this this is not consistent
[3635] 2:44:22	with with Egyptian religion. So, just
[3636] 2:44:24	saying.
[3637] 2:44:27	Uh moving on.
[3638] 2:44:48	Uh Harry Stark asks, "Any thought on
[3639] 2:44:50	YouTube's war on ad blockers. Is it
[3640] 2:44:52	legal? Okay.
[3641] 2:44:55	Is it legal? Yes.
[3642] 2:44:57	Um it comes with their terms of service.
[3643] 2:44:59	You want to use your service, you can't
[3644] 2:45:00	use an ad blocker. It's totally legal.
[3645] 2:45:03	There's actually no question about the
[3646] 2:45:04	legality of ad blockers.
[3647] 2:45:06	All right?
[3648] 2:45:08	Uh they have the right to cut off your
[3649] 2:45:09	service if you don't use your ad
[3650] 2:45:11	blockers.
[3651] 2:45:12	If you or if you use an ad blocker.
[3652] 2:45:15	But I'm going to say this, too.
[3653] 2:45:18	Using ad blockers is bad for YouTubers.
[3654] 2:45:23	Really, really
[3655] 2:45:25	bad.
[3656] 2:45:27	If you use an ad blocker, I don't get
[3657] 2:45:30	paid.
[3658] 2:45:36	So even if it's legal,
[3659] 2:45:39	a I mean a large part of our income
[3660] 2:45:41	comes from ad revenue.
[3661] 2:45:44	So
[3662] 2:45:46	So if you use an ad blocker, you're
[3663] 2:45:48	cheating the YouTubers you're watching.
[3664] 2:45:51	Because a lot of YouTubers get paid
[3665] 2:45:55	by
[3666] 2:45:56	by basically YouTube presenting ads to
[3667] 2:46:00	you.
[3668] 2:46:01	Now
[3669] 2:46:01	>> It's the same as television.
[3670] 2:46:02	>> Yeah, same as television.
[3671] 2:46:04	>> They created commercials.
[3672] 2:46:05	>> Yeah. Television created commercials be
[3673] 2:46:08	to to to fund these programs in ways
[3674] 2:46:12	that didn't require direct revenue
[3675] 2:46:15	sourcing from the viewers.
[3676] 2:46:18	Now, if you decide to go for a BBC
[3677] 2:46:21	system,
[3678] 2:46:22	where you could have to buy a TV
[3679] 2:46:25	license,
[3680] 2:46:27	and that money goes back to the
[3681] 2:46:31	producers,
[3682] 2:46:33	and then you still get ads, by the way.
[3683] 2:46:35	>> [laughter]
[3684] 2:46:35	>> We got a notice in England.
[3685] 2:46:37	>> Oh, yeah.
[3686] 2:46:38	>> That we have to purchase license. Oh,
[3687] 2:46:40	yeah. We don't have a
[3688] 2:46:42	>> Yeah.
[3689] 2:46:43	But yeah, um uh YouTube uh
[3690] 2:46:46	YouTube's uh license here is is legal.
[3691] 2:46:50	If you use an ad blocker, you can get
[3692] 2:46:53	thrown off of YouTube and they are
[3693] 2:46:55	within the rights to do it.
[3694] 2:46:57	Um
[3695] 2:46:59	and frankly, if you use an ad blocker,
[3696] 2:47:02	you're not punishing YouTube as much as
[3697] 2:47:05	you're punishing YouTubers.
[3698] 2:47:07	Okay?
[3699] 2:47:08	So
[3700] 2:47:10	uh
[3701] 2:47:12	my thoughts on on YouTube people who use
[3702] 2:47:15	YouTube ad blockers is they're cheating.
[3703] 2:47:18	They're trying to cheat YouTubers out of
[3704] 2:47:21	what little they already make.
[3705] 2:47:23	>> They don't make much money.
[3706] 2:47:25	>> Yeah.
[3707] 2:47:26	>> They do make something and when you're
[3708] 2:47:29	broke, something counts.
[3709] 2:47:30	>> Yeah.
[3710] 2:47:32	The Dozer Dude says, "Yeah, we pay TV
[3711] 2:47:34	license and get ads." Yeah, you do.
[3712] 2:47:39	Um Mama says, "Is anyone else getting
[3713] 2:47:41	ads for Toyota that are actually in
[3714] 2:47:42	Japanese? Can't complain."
[3715] 2:47:44	>> [laughter]
[3716] 2:47:45	>> I don't get those ads.
[3717] 2:47:48	I get the Bearskin hoodie ads. Oh, I
[3718] 2:47:50	hate those ads so much.
[3719] 2:47:59	Yeah, I hate the Bearskin hoodie ads.
[3720] 2:48:08	That and the uh
[3721] 2:48:10	the the Greater Vancouver City uh sewage
[3722] 2:48:15	report.
[3723] 2:48:16	Get that ad, too. Don't like that, as
[3724] 2:48:18	well.
[3725] 2:48:26	Uh Jack Ray goes, "No ads at all and I
[3726] 2:48:28	don't block I don't ad block YouTube."
[3727] 2:48:30	Uh yeah, you can you can pay for a
[3728] 2:48:32	license. You can pay for a subscription
[3729] 2:48:34	to YouTube.
[3730] 2:48:35	That
[3731] 2:48:37	um
[3732] 2:48:38	that you know, takes away the ads and
[3733] 2:48:40	then they they just distribute that
[3734] 2:48:41	money.
[3735] 2:48:43	So.
[3736] 2:48:50	Yeah, YouTube Premium is is is one way
[3737] 2:48:52	to do it.
[3738] 2:48:53	And actually I don't have a problem with
[3739] 2:48:55	people doing YouTube Premium because at
[3740] 2:48:57	least some of that money goes our
[3741] 2:49:00	direction, but
[3742] 2:49:12	I mean, but I I I sort of
[3743] 2:49:16	I sort of bristle at the whole idea of
[3744] 2:49:18	of people, you know, using ad blockers
[3745] 2:49:21	and then thinking I mean, I get people
[3746] 2:49:24	basically calling me up saying, "Oh, I
[3747] 2:49:27	got this great ad blocker.
[3748] 2:49:30	Isn't it fantastic?" It's like
[3749] 2:49:32	Dude, you're cheating me. You're
[3750] 2:49:34	cheating me of money.
[3751] 2:49:40	Like why? You know, why tell me that?
[3752] 2:49:43	Why tell me that I will never escape
[3753] 2:49:45	eating macaroni and cheese? Come on.
[3754] 2:49:50	Not cool, man. Not cool.
[3755] 2:49:58	Mama says, "I suppose I can give Google
[3756] 2:50:00	my time or my money." Yeah.
[3757] 2:50:02	>> Yeah.
[3758] 2:50:03	>> That's the trade-off.
[3759] 2:50:05	That is the trade-off.
[3760] 2:50:06	But if you decide to to cheat Google of
[3761] 2:50:09	both your time and your money,
[3762] 2:50:12	then that's that's theft. It's theft.
[3763] 2:50:28	All right, moving on here.
[3764] 2:50:45	>> Next one is
[3765] 2:50:51	Dark blade, will this pseudoscience
[3766] 2:50:53	garbage still be present in heaven? No,
[3767] 2:50:55	it won't.
[3768] 2:50:56	Cuz all pseudoscience is predicated upon
[3769] 2:51:00	lies.
[3770] 2:51:01	And there are no lies in heaven.
[3771] 2:51:05	Hell might be full of it, though.
[3772] 2:51:26	Uh Harry Stark asks, what does David
[3773] 2:51:28	think the One Piece is in One Piece? I
[3774] 2:51:30	have no idea.
[3775] 2:51:31	I have not watched the series. I know
[3776] 2:51:33	it's now been televised as a live-action
[3777] 2:51:36	series. I've only watched like one or
[3778] 2:51:38	two episodes of it. I haven't watched
[3779] 2:51:39	much of it.
[3780] 2:51:41	Um
[3781] 2:51:45	it didn't grab me in the way I thought
[3782] 2:51:47	it might.
[3783] 2:52:02	Uh Richard Adams asked, did Adam and Eve
[3784] 2:52:05	live in the early Bronze Age? No, that's
[3785] 2:52:06	that's probably way too late.
[3786] 2:52:09	Um if we're talking about Adam and Eve,
[3787] 2:52:11	at least we are probably we are probably
[3788] 2:52:14	talking about
[3789] 2:52:17	um
[3790] 2:52:19	going way back to sometime during the
[3791] 2:52:20	Stone Age.
[3792] 2:52:21	So,
[3793] 2:52:23	that would be more of what we're talking
[3794] 2:52:24	about here, Stone Age living, not so
[3795] 2:52:26	much um
[3796] 2:52:28	uh even the Neolithic. So,
[3797] 2:52:45	Uh, imitationist asks, are you aware of
[3798] 2:52:48	Emma Brunner Traut and her distinction
[3799] 2:52:50	between aspect and perspective? Yes, I
[3800] 2:52:52	am actually.
[3801] 2:52:53	If yes, what do you think of it? Not
[3802] 2:52:55	just with respect to art, but as a
[3803] 2:52:58	distinct think form for other areas. Um,
[3804] 2:53:02	there is a there is something to this
[3805] 2:53:05	um, and she's not she it didn't
[3806] 2:53:07	originate with her.
[3807] 2:53:09	Um,
[3808] 2:53:11	linguists have been using this for this
[3809] 2:53:13	for some time. Uh, you'll see this for
[3810] 2:53:15	example in um, Stanley Porter's uh,
[3811] 2:53:18	textbook on Greek, where he talks about
[3812] 2:53:21	aspect
[3813] 2:53:23	uh, in in um, Greek tenses.
[3814] 2:53:27	But he takes a very aspect approach to
[3815] 2:53:29	this.
[3816] 2:53:30	Um,
[3817] 2:53:32	not I I have seen I have seen
[3818] 2:53:35	uh, Emma Brunner Traut's uh, lectures. I
[3819] 2:53:38	was at one of them in Toronto back in
[3820] 2:53:41	2011,
[3821] 2:53:42	I think.
[3822] 2:53:43	Uh, I think it was 2011 that she came
[3823] 2:53:45	out to
[3824] 2:53:47	um, the um, what was it? Um,
[3825] 2:53:53	the SSEAs conference and I happened to
[3826] 2:53:55	be there that year. So,
[3827] 2:53:59	yeah, I saw it.
[3828] 2:54:00	Um,
[3829] 2:54:03	I mean, it's okay. It's it's it's it's
[3830] 2:54:05	it's an okay theory.
[3831] 2:54:07	Um,
[3832] 2:54:09	I I do think it has some weaknesses
[3833] 2:54:12	though.
[3834] 2:54:13	Um, not all her aspective um, things
[3835] 2:54:17	work well when you really
[3836] 2:54:20	sort of
[3837] 2:54:21	um, iron out the fine bits here.
[3838] 2:54:26	So, that's what I would say here.
[3839] 2:54:29	But I I am familiar with it. Um
[3840] 2:54:32	but I don't I don't interact with that
[3841] 2:54:33	stuff very often. She's really uh Emma
[3842] 2:54:36	Brunner Trout is very much into
[3843] 2:54:40	um
[3844] 2:54:42	uh theoretical iconography studies.
[3845] 2:54:46	And um
[3846] 2:54:51	and I I just I just don't get into that.
[3847] 2:54:53	That's sort of
[3848] 2:54:54	weird theoretical approaches. So,
[3849] 2:54:58	um you know, she's also into stuff like
[3850] 2:54:59	color theory.
[3851] 2:55:01	And I think I think I think color theory
[3852] 2:55:03	is kind of woo-woo.
[3853] 2:55:05	It's It's It's woo-woo Egyptology.
[3854] 2:55:12	So, I I don't have a high
[3855] 2:55:15	high estimation of that.
[3856] 2:55:17	So, um hope that helps. Thank you for
[3857] 2:55:19	the question. Really appreciate
[3858] 2:55:23	>> Okay, we've got another
[3859] 2:55:26	super chat sponsored question.
[3860] 2:55:28	>> Okay.
[3861] 2:55:30	Okay, I will keep that in mind.
[3862] 2:55:32	Okay, I want to point out here that p a
[3863] 2:55:35	a a has
[3864] 2:55:37	uh offered to sponsor a question of our
[3865] 2:55:40	choice for $19.99. Thank you so much
[3866] 2:55:43	for the uh super chat. We're running out
[3867] 2:55:45	of a non-super chat questions.
[3868] 2:55:48	So, we'll find one that we haven't done
[3869] 2:55:51	yet and uh we'll we'll answer that.
[3870] 2:55:53	>> Maverick asked at 9:55 is there a
[3871] 2:55:56	difference between fundamentals versus
[3872] 2:55:59	answer?
[3873] 2:56:01	>> That is a good question. That's a good
[3874] 2:56:03	one to sponsor.
[3875] 2:56:05	Okay.
[3876] 2:56:14	9:55. Let me just get there.
[3877] 2:56:24	>> 9:55
[3878] 2:56:41	Okay, here we go.
[3879] 2:56:43	Uh from Maverick Glow asks actually a
[3880] 2:56:46	really good question here.
[3881] 2:56:48	Is there a difference between
[3882] 2:56:50	fundamentalist scholarship and
[3883] 2:56:52	conservative Christian scholarship? And
[3884] 2:56:55	actually the answer to this is yes.
[3885] 2:56:59	Um
[3886] 2:57:02	The answer is
[3887] 2:57:04	um
[3888] 2:57:05	that it comes down to hermeneutics.
[3889] 2:57:08	Okay?
[3890] 2:57:10	Hey Bubble Trouble, how's it going?
[3891] 2:57:12	Uh Farmhouse Theologian, I do not know.
[3892] 2:57:16	Uh I can check to see if uh let me just
[3893] 2:57:19	I It was a super chat or not.
[3894] 2:57:21	>> a super chat.
[3895] 2:57:23	>> Okay, let me just
[3896] 2:57:23	>> you were just skipping around.
[3897] 2:57:26	>> See if I've
[3898] 2:57:27	touched it or not.
[3899] 2:57:29	>> No, you haven't.
[3900] 2:57:33	>> Cuz we're having arrived there yet.
[3901] 2:57:35	That's why.
[3902] 2:57:37	No, we didn't skip it. We just haven't
[3903] 2:57:38	gotten there yet.
[3904] 2:57:41	Okay?
[3905] 2:57:41	>> We're not exactly going in order.
[3906] 2:57:43	>> Oh, we're not exactly going in order,
[3907] 2:57:45	but uh even in a general order, we're
[3908] 2:57:46	still not there.
[3909] 2:57:48	Okay, um we're at the 9:55. That's our
[3910] 2:57:51	That's our timestamp mark.
[3911] 2:57:54	Okay? So,
[3912] 2:57:57	uh so getting back to here the the
[3913] 2:57:58	question, uh sponsored question, which
[3914] 2:58:01	is the difference between fundamentalist
[3915] 2:58:03	scholarship and conservative
[3916] 2:58:04	scholarship.
[3917] 2:58:05	Fundamentalist scholarship
[3918] 2:58:07	and uh conservative Christian
[3919] 2:58:10	scholarship tends to be different on
[3920] 2:58:12	hermeneutical models, okay? Now, what's
[3921] 2:58:15	hermeneutics? Hermeneutics is the way we
[3922] 2:58:17	interpret scripture.
[3923] 2:58:19	Now, in the case of
[3924] 2:58:23	say fundamentalism,
[3925] 2:58:24	fundamentalism will
[3926] 2:58:26	generally take
[3927] 2:58:28	the most literal wooden literal reading
[3928] 2:58:31	of a passage possible.
[3929] 2:58:34	Okay?
[3930] 2:58:35	It will also
[3931] 2:58:38	deeply
[3932] 2:58:39	um
[3933] 2:58:40	adhere to certain
[3934] 2:58:43	um
[3935] 2:58:44	certain theological traditions that are
[3936] 2:58:48	basically part of the American context.
[3937] 2:58:51	So, they will often tend to be very
[3938] 2:58:53	dispensationalist.
[3939] 2:58:55	They'll often lean towards young earth
[3940] 2:58:57	creationism.
[3941] 2:58:59	They will lean towards um say early
[3942] 2:59:03	Exodus dating, that sort of thing.
[3943] 2:59:05	Literal readings of the Book of
[3944] 2:59:06	Revelation.
[3945] 2:59:08	Um so, it it it's very much a wooden
[3946] 2:59:12	literal kind of reading of texts.
[3947] 2:59:16	Whereas conservative Christian
[3948] 2:59:18	scholarship,
[3949] 2:59:20	uh their hermeneutical model tends to be
[3950] 2:59:23	the historical grammatical method.
[3951] 2:59:25	Now, the historical grammatical method
[3952] 2:59:27	has been around for about 300 years.
[3953] 2:59:30	Um it begins with Dom Calmet.
[3954] 2:59:33	And Dom Calmet came up with this really
[3955] 2:59:37	it seems like common sense today,
[3956] 2:59:40	but it was cutting edge. It was It was
[3957] 2:59:43	controversial in its time.
[3958] 2:59:46	Dom Calmet
[3959] 2:59:49	uh
[3960] 2:59:50	came up with this idea
[3961] 2:59:52	that you should when you approach
[3962] 2:59:54	scripture,
[3963] 2:59:55	you should start
[3964] 2:59:57	with the grammar.
[3965] 3:00:00	I know, crazy talk. The grammatical
[3966] 3:00:03	context.
[3967] 3:00:04	The context of of the passage, the
[3968] 3:00:07	genre,
[3969] 3:00:08	the uh the
[3970] 3:00:11	um
[3971] 3:00:12	context of a verse in its passage, in
[3972] 3:00:15	its book, uh in the overarching
[3973] 3:00:18	narrative of scripture. It's
[3974] 3:00:21	It's all these context considerations
[3975] 3:00:23	and grammatical analysis first.
[3976] 3:00:26	And then,
[3977] 3:00:28	you add hit the historical context.
[3978] 3:00:32	Hence, the grammatical-historical
[3979] 3:00:33	method.
[3980] 3:00:36	So,
[3981] 3:00:38	for 300 years now, the church in the
[3982] 3:00:40	West has has essentially
[3983] 3:00:43	followed that method of
[3984] 3:00:46	of the histo- of the
[3985] 3:00:47	grammatical-historical model.
[3986] 3:00:50	And that's really what has defined
[3987] 3:00:52	conservative Christian scholarship.
[3988] 3:00:54	Is you're not going to say do the
[3989] 3:00:57	extreme of theory first, like the
[3990] 3:00:59	liberals do.
[3991] 3:01:01	And you're not doing, say, the lit-
[3992] 3:01:04	wooden literal meaning like the
[3993] 3:01:05	fundamentalists do. It's sort of a
[3994] 3:01:07	middle-road approach approach where
[3995] 3:01:09	you're taking all these various contexts
[3996] 3:01:12	to come up with a meaning.
[3997] 3:01:13	>> Correct.
[3998] 3:01:17	>> [laughter]
[3999] 3:01:19	>> Yeah.
[4000] 3:01:20	Yeah, Farmhouse Theologian, "Fundy,
