[0] 0:00	Heat.
[3160] 2:47:35	Ryan asks, "So, does a liquor store have
[3161] 2:47:37	a soul?
[3162] 2:47:39	They have spirits."
[3163] 2:47:42	The only place I've ever been where
[3164] 2:47:43	there's no souls in there, the DMV.
[3165] 2:47:46	I've never found a single soul in a DMV.
[3166] 2:47:50	I've seen a lot of walking husks,
[3167] 2:47:53	but never never anyone with a soul in a
[3168] 2:47:55	DMV.
[3169] 2:48:02	My dad thought Doom was family friendly.
[3170] 2:48:05	Okay.
[3171] 2:48:07	Well, that's interesting.
[3172] 2:48:23	Dark Blade, I'll pay you 10,000 Egyptian
[3173] 2:48:26	promisary notes to play Pokemon Sword
[3174] 2:48:28	and Shield.
[3175] 2:48:30	You There's no number of promisary notes
[3176] 2:48:33	you can make me to make play that.
[3177] 2:48:36	I'd need hard cash for that one.
[3178] 2:48:40	Harry Stark asks, "Have those large
[3179] 2:48:43	squids ever attacked ships?" Not sure.
[3180] 2:48:48	Um,
[3181] 2:48:49	we know whales have attacked ships. We
[3182] 2:48:52	don't know if giant squids ever have.
[3183] 2:48:54	They're large enough to, especially old
[3184] 2:48:57	sailing ships. Old sailing ships are
[3185] 2:48:58	pretty small, so they could have. Um,
[3186] 2:49:02	but I'm not I don't think there's any
[3187] 2:49:03	recorded incident of a giant squid
[3188] 2:49:06	attacking a ship.
[3189] 2:49:18	Ryan Cohen Kemp, did animals fall along
[3190] 2:49:20	with Adam? Yes. Yes, they did because
[3191] 2:49:23	Adam was federative for the for the
[3192] 2:49:27	whole creation.
[3193] 2:49:28	So, yes.
[3194] 2:49:31	Yes, he was federated for humanity and
[3195] 2:49:36	the effects of that federative role
[3196] 2:49:38	because don't forget mankind was to have
[3197] 2:49:40	dominion over the animals.
[3198] 2:49:49	>> Well, they they did fall along with
[3199] 2:49:52	Adam, but the effects of the fall are
[3200] 2:49:54	not a moral effect. It's not a mortal
[3201] 2:49:57	effect, but they suffer the way we do.
[3202] 2:50:01	So yeah, they are they are included in
[3203] 2:50:03	the fall.
[3204] 2:50:12	Yes.
[3205] 2:50:33	Oh yeah.
[3206] 2:50:35	>> Oh yeah. Um
[3207] 2:50:45	>> yeah.
[3208] 2:50:49	I mean,
[3209] 2:50:51	they did find a giant squids wash up on
[3210] 2:50:55	the shore and and have for hundreds of
[3211] 2:50:58	years. Giant squids are were were well
[3212] 2:51:00	known to have washed up on seashores.
[3213] 2:51:03	Uh and the fact that ships went missing
[3214] 2:51:05	too. Some you know it makes sense that
[3215] 2:51:08	people connected um the loss of certain
[3216] 2:51:11	ships with
[3217] 2:51:14	um uh with the giant squid, but there's
[3218] 2:51:17	no actual evidence that there giant
[3219] 2:51:19	squid ever attacked a ship. Okay. Uh $2
[3220] 2:51:23	super chat from mama. Thank you very
[3221] 2:51:24	much for the super chat. How does
[3222] 2:51:26	tithing work in the new covenant? It's a
[3223] 2:51:29	matter of grace. Okay. Now, here's how
[3224] 2:51:33	tithing works. Tithing is a tenth.
[3225] 2:51:37	Now,
[3226] 2:51:38	we are told to to bring our our our
[3227] 2:51:42	tithes and offerings, you know, to to
[3228] 2:51:45	the temple or the assembly. Now, that's
[3229] 2:51:47	that that has never been superseded.
[3230] 2:51:50	So, it is one of those things that is
[3231] 2:51:52	still with us in New Testament
[3232] 2:51:55	Christianity, but it's also seen in New
[3233] 2:51:57	Testament Christianity as an extension
[3234] 2:52:00	of worship. Okay.
[3235] 2:52:03	Tithing is an extension of worship.
[3236] 2:52:06	So the amount you tithe is no longer
[3237] 2:52:10	prescribed.
[3238] 2:52:12	So you don't have to
[3239] 2:52:15	tithe a tenth. Now we have to understand
[3240] 2:52:18	that the tenth that taxes when the
[3241] 2:52:22	original tithe was done were a lot
[3242] 2:52:24	lower.
[3243] 2:52:26	the the ba the way it worked in the Old
[3244] 2:52:28	Testament was onetenth went to the
[3245] 2:52:30	temple, 2.5%
[3246] 2:52:34	went to the government.
[3247] 2:52:37	The temple took a lot bigger chunk back
[3248] 2:52:39	then than the government did.
[3249] 2:52:42	Today that's reversed.
[3250] 2:52:45	Today the government will take like half
[3251] 2:52:48	if you're if you're unlucky.
[3252] 2:52:52	you know 30% is not a an unknown amount
[3253] 2:52:55	for a government to take.
[3254] 2:52:58	So
[3255] 2:53:02	um
[3256] 2:53:04	so it's not it's not one of those things
[3257] 2:53:06	where
[3258] 2:53:08	um it's even feasible anymore to to
[3259] 2:53:11	tithe a full tenth of say the the um um
[3260] 2:53:17	the the gross.
[3261] 2:53:19	Okay. You basically
[3262] 2:53:25	Yeah. If you tie 10% of your gross,
[3263] 2:53:27	you'd have nothing left. So
[3264] 2:53:31	um
[3265] 2:53:33	especially if you're Canadian. Yeah. So
[3266] 2:53:36	this is something the actual amount of
[3267] 2:53:38	the tide that's between you and God, but
[3268] 2:53:41	God sees that as part of your worship.
[3269] 2:53:45	So, and I think I think this is one of
[3270] 2:53:47	the problems that a lot of people face
[3271] 2:53:49	when they come to tithing is they think
[3272] 2:53:52	that the church is demanding it and it's
[3273] 2:53:54	not. But at the same time too, you're
[3274] 2:53:57	missing out on spiritual blessing if you
[3275] 2:53:59	don't tithe. So,
[3276] 2:54:02	as I said, it's part of orthopractice or
[3277] 2:54:04	right practice to tithe. So, I
[3278] 2:54:08	definitely recommend people tithe. Tithe
[3279] 2:54:10	first to your church. If you're not
[3280] 2:54:13	associated with a congregation, then
[3281] 2:54:14	it's up to you how you tithe. But the
[3282] 2:54:17	fact is you should tithe because you're
[3283] 2:54:19	going to get something out of it. You're
[3284] 2:54:20	going to get a blessing out of it. So,
[3285] 2:54:24	and how you tithe and when you tithe,
[3286] 2:54:25	that's up to you. Okay?
[3287] 2:54:28	Myself personally, I tithe once a year.
[3288] 2:54:32	Okay? Because I know at year end how
[3289] 2:54:35	much I've made exactly.
[3290] 2:54:37	So, I tithe generally once a year. So
[3291] 2:54:40	once a year my church gets a big lump
[3292] 2:54:42	sum from me.
[3293] 2:54:45	So how you do it is up to you
[3294] 2:54:48	but God will bless what you tithe and
[3295] 2:54:52	that you tithe.
[3296] 2:54:57	So your offer your your basically your
[3297] 2:55:00	your your offerings are something above
[3298] 2:55:02	the tithe. So the tithe is what you owe
[3299] 2:55:04	God.
[3300] 2:55:06	The offerings are free will gifts given
[3301] 2:55:09	above your tithe. So, I hope that helps.
[3302] 2:55:13	Thank you very much for the super chat.
[3303] 2:55:15	Very much appreciated. Um, again,
[3304] 2:55:17	tithing is not something that's strictly
[3305] 2:55:19	mandated, but it is something that is
[3306] 2:55:22	part of normal Christian practice to do.
[3307] 2:55:30	Okay. And I think we just answer this in
[3308] 2:55:31	next super chat here. Do we tithe on
[3309] 2:55:34	gross income or net income? I would
[3310] 2:55:36	recommend for modern westerners tithing
[3311] 2:55:39	on your net. Don't tithe on your gross.
[3312] 2:55:42	It just becomes too ownorous because of
[3313] 2:55:45	the greed of um western governance.
[3314] 2:55:49	Okay? Western governments are going to
[3315] 2:55:51	take huge amounts chunks out of your
[3316] 2:55:53	paycheck and they'll often do it before
[3317] 2:55:55	you ever see the money. That's the other
[3318] 2:55:57	thing is a lot of t a lot of taxation is
[3319] 2:56:00	done these days before you ever see it.
[3320] 2:56:04	So I would definitely tithe from your
[3321] 2:56:06	net not your gross but the Bible is not
[3322] 2:56:08	specific here.
[3323] 2:56:11	So the Bible has no recommendation here
[3324] 2:56:14	but
[3325] 2:56:16	>> there's also
[3326] 2:56:17	>> it's just a matter just a matter of of
[3327] 2:56:19	this being practical too.
[3328] 2:56:21	>> There's
[3329] 2:56:24	>> yeah basically
[3330] 2:56:26	Yeah.
[3331] 2:56:30	>> Yeah. Um the whole the full whole fact
[3332] 2:56:33	of in the Old Testament it was on the
[3333] 2:56:36	net on the gross but again we're talking
[3334] 2:56:38	about a time when government taxation
[3335] 2:56:40	was a lot lower.
[3336] 2:56:43	That just doesn't happen today. So
[3337] 2:56:46	a lot of the tithing say the the
[3338] 2:56:49	specifics of Old Testament tithing is
[3339] 2:56:52	contextually based. It's it's it's
[3340] 2:56:54	geared towards Old Testament Israelites
[3341] 2:56:57	living in Israel.
[3342] 2:56:59	So yeah. So
[3343] 2:57:06	So again, that's going to be going to be
[3344] 2:57:08	something between you and God
[3345] 2:57:09	essentially.
[3346] 2:57:27	Mhm. That's That's very Mormon. Yeah.
[3347] 2:57:30	Uh Mama says uh once once heard it say
[3348] 2:57:34	said, "Well, you which one do you want
[3349] 2:57:36	him to bless? Your gross or your net?"
[3350] 2:57:39	That's missing the point. That's
[3351] 2:57:41	completely missing the point. Um this is
[3352] 2:57:44	something that you hear say um Gavin and
[3353] 2:57:47	Grabbit preachers say a lot. You hear
[3354] 2:57:49	positive confession and prosperity
[3355] 2:57:52	gospel preachers say this a lot. Which
[3356] 2:57:56	one do you want them to press? You're
[3357] 2:57:57	gross or you're not?
[3358] 2:58:00	I think that misses the point
[3359] 2:58:04	because tithing is a heart disposition.
[3360] 2:58:08	It's not an actual monetary amount.
[3361] 2:58:12	Okay.
[3362] 2:58:14	So I I think that completely sort of
[3363] 2:58:16	misses the point here of what tithing is
[3364] 2:58:18	supposed to be. It's supposed to be you
[3365] 2:58:21	and God coming to consensus as to how
[3366] 2:58:26	much you should give as your tithe.
[3367] 2:58:30	Now I'll say this say this
[3368] 2:58:34	tithing standards has been pretty crummy
[3369] 2:58:36	in the church. It's been pretty crummy.
[3370] 2:58:40	Your typical parishioner will tithe 2%
[3371] 2:58:43	of their income.
[3372] 2:58:45	Your typical elder
[3373] 2:58:48	ties half of 1% of their income.
[3374] 2:58:53	That's
[3375] 2:58:55	that is pretty ugly when when we get
[3376] 2:58:58	right down to it. That's not a tithe.
[3377] 2:59:01	That's a throw some loose change into
[3378] 2:59:03	the uh collection plate. Okay.
[3379] 2:59:07	Tithing is meant to be something that is
[3380] 2:59:11	a percentage of your regular income.
[3381] 2:59:18	>> It's Yeah, it's supposed to ser
[3382] 2:59:23	>> uh No, it doesn't. There's no
[3383] 2:59:24	qualification there, hun.
[3384] 2:59:28	>> Yeah, but there's no qualification
[3385] 2:59:30	there. That's the point is the pastors
[3386] 2:59:32	are also
[3387] 2:59:34	>> okay
[3388] 2:59:35	>> you know the ones
[3389] 2:59:39	>> says what elders are worse oh yeah oh
[3390] 2:59:41	yeah on every on almost every income
[3391] 2:59:43	survey they they come out worse
[3392] 2:59:47	elders aren't aren't aren't tithing more
[3393] 2:59:49	they're tithing less
[3394] 2:59:57	>> uh dark blade do you know of any
[3395] 2:59:58	churches that enable people to tithe by
[3396] 3:00:00	card or check oh Yeah, a lot of them do.
[3397] 3:00:03	Uh, some of them actually do direct
[3398] 3:00:05	debit.
[3399] 3:00:07	You know, basically there's some
[3400] 3:00:08	churches that do say monthly debit
[3401] 3:00:12	withdrawals from your account.
[3402] 3:00:15	Now, I think that
[3403] 3:00:18	um I think that in a lot of respects
[3404] 3:00:21	that um that sort of takes it out of
[3405] 3:00:24	your hands and makes it an automated
[3406] 3:00:26	process you don't really think of, I
[3407] 3:00:29	think. So, in some ways, you're missing
[3408] 3:00:31	a little bit of of the whole process of
[3409] 3:00:37	of
[3410] 3:00:39	doing the tithe. Tithing is not just I I
[3411] 3:00:43	will say this, tithing is not just
[3412] 3:00:47	giving a portion of your money.
[3413] 3:00:51	There's a whole sort of ritual act of
[3414] 3:00:55	bringing your tithe to the assembly.
[3415] 3:00:59	There's a ritual act here of of actually
[3416] 3:01:03	taking it and when the collection plate
[3417] 3:01:05	comes around physically putting it in
[3418] 3:01:07	there.
[3419] 3:01:10	There's there's a there's a that it's
[3420] 3:01:12	part of the orthopractice that you have
[3421] 3:01:14	to recall that you need to do this
[3422] 3:01:18	and that you have to struggle with this.
[3423] 3:01:22	>> It's a form of worship. Exactly.
[3424] 3:01:25	Yeah. uh then keeps learning said that
[3425] 3:01:28	it's a form of worship and that's
[3426] 3:01:29	exactly what it is. It's a form of
[3427] 3:01:31	worship. So I don't like the idea of
[3428] 3:01:34	direct deposit
[3429] 3:01:36	for for tithing.
[3430] 3:01:40	It's taking out the worship aspect of
[3431] 3:01:43	this.
[3432] 3:01:46	So almost all all churches will accept
[3433] 3:01:49	accept checks
[3434] 3:01:51	um or other means. Now, most won't
[3435] 3:01:54	accept credit cards because credit card
[3436] 3:01:56	processing can get expensive,
[3437] 3:02:00	but there are churches that do accept
[3438] 3:02:02	credit cards.
[3439] 3:02:06	Yeah. Um, that church in Texas did.
[3440] 3:02:09	Yeah.
[3441] 3:02:12	>> Yeah. Large churches will accept credit
[3442] 3:02:13	cards, but not all will. Mama says, "We
[3443] 3:02:17	give a base amount and then give more
[3444] 3:02:19	money and other things as needed and pro
[3445] 3:02:21	or prompted." Yeah, that's absolutely
[3446] 3:02:22	acceptable. Yeah,
[3447] 3:02:26	nothing wrong with that
[3448] 3:02:32	case that goes, "It's all God's. He just
[3449] 3:02:34	asked for 10% back. It's a commitment to
[3450] 3:02:36	God regardless how the money is spent."
[3451] 3:02:38	The exact number of that is is
[3452] 3:02:41	debatable. Christ did not stop the widow
[3453] 3:02:43	from giving her might to the corrupted
[3454] 3:02:45	temple that would fall. Yeah, it's it's
[3455] 3:02:47	it's I would say that the New Testament
[3456] 3:02:51	does not specify 10% directly.
[3457] 3:02:55	Um I know that's a a ordinance in or not
[3458] 3:03:00	an ordinance um a a demand of the Mormon
[3459] 3:03:03	church, but that's not incumbent upon
[3460] 3:03:05	Christians. Uh crypt encryptions are not
[3461] 3:03:09	um are not pegged to a set amount.
[3462] 3:03:20	Mama says it's also a spiritual
[3463] 3:03:21	discipline. Yeah, absolutely.
[3464] 3:03:23	Absolutely. It is a spiritual discipline
[3465] 3:03:25	and that's where you get the most out of
[3466] 3:03:27	it is when you treat it as a spiritual
[3467] 3:03:30	discipline
[3468] 3:03:32	and you know that's
[3469] 3:03:35	that's where you get the greatest
[3470] 3:03:36	benefit.
[3471] 3:03:47	keeps learning says, "I hope the time
[3472] 3:03:49	would not come for the the government to
[3473] 3:03:51	tax the church." Some places the church
[3474] 3:03:53	is already taxed. It survives just fine
[3475] 3:03:54	when it's taxed,
[3476] 3:03:57	but it's better if it doesn't tax it.
[3477] 3:04:06	Well, here's the thing, too. When
[3478] 3:04:08	churches do
[3479] 3:04:10	um tax are taxed, the government then
[3480] 3:04:14	usually abolishes the um tax deduction
[3481] 3:04:18	for giving to churches.
[3482] 3:04:21	So it usually comes part and parcel to
[3483] 3:04:25	other say restrictions on religious
[3484] 3:04:28	freedoms like for example those
[3485] 3:04:31	governments will typically allow you to
[3486] 3:04:33	deduct other donations but not religious
[3487] 3:04:35	donations. So yeah, just as
[3488] 3:04:42	Michael G says, I have known churches to
[3489] 3:04:44	pray over the offering taken up, but
[3490] 3:04:46	more over the money put through the
[3491] 3:04:47	banking system earlier in the week. Um I
[3492] 3:04:51	haven't known of those those churches to
[3493] 3:04:53	do that. I don't know of any church that
[3494] 3:04:55	actually prayed over the banking system
[3495] 3:04:57	particularly. Never heard of that. Uh I
[3496] 3:04:59	have seen uh offerings usually prayed
[3497] 3:05:02	for and blessed at churches. That's
[3498] 3:05:04	pretty normal and pretty typical.
[3499] 3:05:06	But I don't see
[3500] 3:05:08	see that usually done with a banking
[3501] 3:05:10	system. Uh debit deposits.
[3502] 3:05:14	Mama says
[3503] 3:05:17	it's the hard uh behind the giving. He
[3504] 3:05:20	was honoring the amount is between us
[3505] 3:05:22	and God and not our church. Yeah, I
[3506] 3:05:24	agree with that.
[3507] 3:05:26	Jani says, "Is there any way to call
[3508] 3:05:28	in?" Nope, we don't take call-ins on
