[0] 3:03	Heat.
[2861] 2:33:31	hill country of Ephraim and lived there
[2862] 2:33:34	and went from there and built uh Penu.
[2863] 2:33:38	Okay. Yes, Sheckchham did predate um um
[2864] 2:33:44	Jerobom,
[2865] 2:33:46	but he's this is not that he's building
[2866] 2:33:48	it from scratch.
[2867] 2:33:51	He's building it up.
[2868] 2:33:54	So,
[2869] 2:33:56	you don't Here's one of the things is uh
[2870] 2:33:59	in in Hebrew syntax,
[2871] 2:34:01	you don't see build up.
[2872] 2:34:05	You don't see a verb with a preposition.
[2873] 2:34:08	Okay? like that. That's not something
[2874] 2:34:10	you find in Hebrew. Okay? So instead of
[2875] 2:34:15	saying they built up,
[2876] 2:34:18	they say they built. Okay? Which is
[2877] 2:34:22	true. If she resists and you add a wall
[2878] 2:34:26	and a palace, you're building
[2879] 2:34:27	Sheckchham.
[2880] 2:34:31	Okay? Um we have to be really careful
[2881] 2:34:33	here again not to view the text through
[2882] 2:34:35	western eyes.
[2883] 2:34:37	Western will look at a passage like this
[2884] 2:34:39	and say, "Oh, the text is saying that
[2885] 2:34:41	Jerobom was the original builder of
[2886] 2:34:43	Sheckchum because he built it. Built it
[2887] 2:34:47	in its totality."
[2888] 2:34:49	Text isn't saying that, but through
[2889] 2:34:51	Western eyes, we could get that
[2890] 2:34:52	impression.
[2891] 2:34:54	Um, what the text is really saying is
[2892] 2:34:56	he's adding to Sheckchum. Okay? But one
[2893] 2:35:01	doesn't add to Sheckchum. One builds
[2894] 2:35:04	Sheckchum.
[2895] 2:35:07	So, so again, it's it's one of those
[2896] 2:35:09	things where we have to be careful here
[2897] 2:35:11	not to overread the text. If we overread
[2898] 2:35:13	the text, we fall into error. So, so
[2899] 2:35:18	yeah, um it's not saying here that he
[2900] 2:35:21	was the original builder of Sheckchum.
[2901] 2:35:23	Nobody in this time would have read this
[2902] 2:35:25	and thought, oh, Jerobom was the was the
[2903] 2:35:28	founder of Sheckchum. No one's saying
[2904] 2:35:30	that.
[2905] 2:35:32	What they are saying is he built up
[2906] 2:35:34	Sheckchum. That's essentially what it
[2907] 2:35:36	means. So, I hope that helps. Thank you
[2908] 2:35:38	for the super chat. Really appreciate
[2909] 2:35:40	it.
[2910] 2:35:43	Next one here. First king 28 uh 1228 for
[2911] 2:35:47	$2. Thank you for the super chat. He
[2912] 2:35:49	says, "Why two gods?" All right. What's
[2913] 2:35:52	this here?
[2914] 2:35:55	Ah, okay.
[2915] 2:35:58	Okay. This is the the golden calves here
[2916] 2:36:01	of um of rail of um Jerobom. What's
[2917] 2:36:05	Jerobom?
[2918] 2:36:07	All right.
[2919] 2:36:09	Yeah. Jeroboam. Uh 25. Then Jerobom
[2920] 2:36:12	built Sheckchham in the hill country of
[2921] 2:36:14	Ephraim and lived there. And Jerobom
[2922] 2:36:16	said in his heart, "Now the kingdom will
[2923] 2:36:17	return to the house of David. If this
[2924] 2:36:19	people go up to offer sacrifices to the
[2925] 2:36:21	house of of Jerusalem, then the heart of
[2926] 2:36:24	his people were return to Lord their
[2927] 2:36:27	lord even to Rayoboam the king of Judah
[2928] 2:36:29	and they will kill me and return to
[2929] 2:36:31	Raoboam king of Judah. So the king
[2930] 2:36:33	consulted and made two golden calves and
[2931] 2:36:37	said it it is too much for you to go up
[2932] 2:36:40	to Jerusalem. Behold your gods, O
[2933] 2:36:42	Israel, that brought you up from the
[2934] 2:36:44	land of Egypt. Okay.
[2935] 2:36:48	Now,
[2936] 2:36:51	here's what's going on here. And
[2937] 2:36:56	it's not quite what it seems at first
[2938] 2:36:58	blush.
[2939] 2:37:03	Um,
[2940] 2:37:07	it's not I don't know who this is. It's
[2941] 2:37:11	the Israelites. It's the Judahite writer
[2942] 2:37:15	putting words in Rahoboam's mouth.
[2943] 2:37:19	Now, what's going on here at
[2944] 2:37:22	at this temple of the Lord that that
[2945] 2:37:24	Rayoboam is built or Jerobom is building
[2946] 2:37:28	is he's building a competing temple to
[2947] 2:37:31	the temple of Yahweh in Jerusalem. So,
[2948] 2:37:33	this is
[2949] 2:37:36	this is aberant Yahwehism. Okay? It's
[2950] 2:37:39	aberant Yahwehism. It's not yet full
[2951] 2:37:43	idolatry.
[2952] 2:37:44	Okay.
[2953] 2:37:47	But what's happening is Rayob designs
[2954] 2:37:51	his temple of the Lord.
[2955] 2:37:54	He doesn't use cherubim
[2956] 2:37:57	like they do in Jerusalem because that's
[2957] 2:37:58	too close to to the Jerusalem temple. So
[2958] 2:38:01	he's going to use bull imagery in place
[2959] 2:38:04	of cherubam.
[2960] 2:38:06	though instead of say cherubam he uses
[2961] 2:38:10	calves golden calves.
[2962] 2:38:14	Well for the for the Israelite writer
[2963] 2:38:19	the image of golden calves is
[2964] 2:38:22	indistinguishable
[2965] 2:38:23	from the golden calf in Sinai.
[2966] 2:38:27	And for the Israelite writer,
[2967] 2:38:30	he's basically saying that Jeroboam is
[2968] 2:38:33	starting Israel down the path of
[2969] 2:38:36	idolatry.
[2970] 2:38:38	So at at even though Jeroboam is not
[2971] 2:38:42	actually doing idolatry here, he's also
[2972] 2:38:47	not worshiping God in God's way.
[2973] 2:38:52	So he's setting up a a a competing
[2974] 2:38:56	temple of the Lord, which is a no no,
[2975] 2:39:00	using
[2976] 2:39:01	golden calves instead of cherubims,
[2977] 2:39:03	which is a no no.
[2978] 2:39:07	He's going to become a kingly priest.
[2979] 2:39:10	He's going to do priestly service and
[2980] 2:39:12	burn incense at the altar, which is a no
[2981] 2:39:14	no.
[2982] 2:39:17	and it's going to put the northern
[2983] 2:39:20	kingdom of Israel on the trajectory of
[2984] 2:39:22	idolatry.
[2985] 2:39:27	So the Israelite writer is cutting to
[2986] 2:39:31	the chase
[2987] 2:39:33	and basically saying
[2988] 2:39:36	that Jerobom is going to set them on
[2989] 2:39:41	that path. Why two calves?
[2990] 2:39:45	Because cherubim were in pairs or fours
[2991] 2:39:51	or twelves. They're even numbers.
[2992] 2:39:56	Okay.
[2993] 2:39:58	So, where in the temples of the Lord,
[2994] 2:40:01	you had two massive cherubam in the Holy
[2995] 2:40:04	of Holies that stretched out their arms
[2996] 2:40:08	over
[2997] 2:40:09	the Holy of Holies. in the in this in
[2998] 2:40:13	Jerobom's temple it's two calves.
[2999] 2:40:20	So
[3000] 2:40:22	So that's why the two calves
[3001] 2:40:26	it's because it's paired it's paired to
[3002] 2:40:28	seg off segregate off sacred space
[3003] 2:40:32	just like the cherubam
[3004] 2:40:34	except the cherubam were allowed the
[3005] 2:40:36	calves were not.
[3006] 2:40:39	And the calves because of their
[3007] 2:40:42	their um
[3008] 2:40:46	connotation with ball worship
[3009] 2:40:50	that's going to lead
[3010] 2:40:53	them to that that trajectory.
[3011] 2:40:59	So
[3012] 2:41:01	So that's that's what's going on there.
[3013] 2:41:07	Now, what's interesting
[3014] 2:41:10	is that he splits up the pair.
[3015] 2:41:14	Uh verse 29, he sets one in Bethl and
[3016] 2:41:17	the other in Dan.
[3017] 2:41:20	So then he he takes those pairs that
[3018] 2:41:22	these were originally designed
[3019] 2:41:25	to be in pairs. And at the and at the uh
[3020] 2:41:29	at the temple of dawn um it's it is said
[3021] 2:41:32	that the the labor the sea of bronze
[3022] 2:41:34	they had a sea of bronze just like they
[3023] 2:41:36	did in Jerusalem was supported on the
[3024] 2:41:39	backs of four bulls.
[3025] 2:41:44	So but he's going to eventually split
[3026] 2:41:48	those pairs up
[3027] 2:41:50	to put one in Bethl, one in Dan as he
[3028] 2:41:53	expands his plan.
[3029] 2:41:56	Uh, this plan to build one in Bethl and
[3030] 2:41:58	one in Dan didn't happen overnight. It
[3031] 2:42:01	took time. So, originally they were both
[3032] 2:42:03	in one place. Probably Dan. Probably Dan
[3033] 2:42:06	was the original one. And then he he he
[3034] 2:42:09	splits them up and puts one of the
[3035] 2:42:11	calves eventually in Bethl.
[3036] 2:42:14	So, there's a whole there's a big span
[3037] 2:42:16	of time here. There's a lot of um lot of
[3038] 2:42:20	moving pieces here to what's going on at
[3039] 2:42:23	um at uh Teldan and at Bethl. And
[3040] 2:42:28	there's a whole sort of religious
[3041] 2:42:29	program here that Jerobom is is is
[3042] 2:42:33	conducting here that if you're not kind
[3043] 2:42:36	of aware of what's happening um can kind
[3044] 2:42:40	of make this a confusing text.
[3045] 2:42:44	But essentially the Israelite um um
[3046] 2:42:51	uh writer is cutting to the chase
[3047] 2:42:54	essentially saying that these golden
[3048] 2:42:56	calves that originally to replace the
[3049] 2:42:58	cherubam are eventually just going to
[3050] 2:43:01	become idols like the golden calves.
[3051] 2:43:05	So hope that helps. Thank you for the
[3052] 2:43:08	super chat. Very much appreciated.
[3053] 2:43:19	Next one here.
[3054] 2:43:25	Le Sanville asks,
[3055] 2:43:28	"Why did the demons in Matthew 8 beg
[3056] 2:43:30	Jesus to be sent into a herd of pigs?"
[3057] 2:43:34	Uh
[3058] 2:43:37	because he didn't they want didn't want
[3059] 2:43:38	to be go sent to the abyss.
[3060] 2:43:42	That's why
[3061] 2:43:48	>> Oh, yeah. Oh, yeah. That's That's it.
[3062] 2:43:50	Exactly. Um, Mrs. Producer said, "So, if
[3063] 2:43:53	the if the pigs uh just dive off a cliff
[3064] 2:43:57	and die, um, they can just go, the
[3065] 2:44:00	demons can go and find a new body."
[3066] 2:44:05	What's happening here is kind of
[3067] 2:44:08	uh two birds being killed with one stone
[3068] 2:44:11	here. This is why Jesus allows it.
[3069] 2:44:15	Um
[3070] 2:44:18	the fact is that uh good Jewish Jewish
[3071] 2:44:23	uh boys shouldn't be tending pigs.
[3072] 2:44:27	Okay? They're richly unclean.
[3073] 2:44:31	Really richly unclean.
[3074] 2:44:34	uh as unclean as it gets.
[3075] 2:44:37	So, um
[3076] 2:44:40	>> so smart people have already asked why
[3077] 2:44:43	there's a herd of pigs.
[3078] 2:44:45	>> Why is there a herd of pigs there to
[3079] 2:44:47	begin with?
[3080] 2:44:49	Well, here's what's happening.
[3081] 2:44:52	The Jews are selling the pigs to the
[3082] 2:44:54	Romans.
[3083] 2:44:57	That's what's going on. They're not
[3084] 2:44:58	eating pig themselves.
[3085] 2:45:01	They're selling the pigs to the Romans.
[3086] 2:45:05	But here's the problem with it.
[3087] 2:45:08	They're selling the pigs to the Romans.
[3088] 2:45:11	They're getting silver in exchange for
[3089] 2:45:13	the pigs.
[3090] 2:45:15	They're giving that silver to the
[3091] 2:45:17	temple.
[3092] 2:45:20	It's ritually impure money
[3093] 2:45:24	because it was done doing a richly
[3094] 2:45:26	impure act.
[3095] 2:45:31	So
[3096] 2:45:33	the idea then of of
[3097] 2:45:38	Jesus destroying the herd of pigs by
[3098] 2:45:40	letting the demons go in it just sort of
[3099] 2:45:43	kills two birds with one stone.
[3100] 2:45:46	>> And you got to read the rest of this.
[3101] 2:45:48	Villagers are angry.
[3102] 2:45:50	>> Oh yeah. The the the villagers are
[3103] 2:45:52	furious with an with Jesus.
[3104] 2:45:54	>> Freed that man of demons that was kind
[3105] 2:45:57	of you. No, they want to stone.
[3106] 2:45:59	>> Yeah. Yeah. The the villagers want to
[3107] 2:46:01	stone Jesus. He just destroyed their
[3108] 2:46:03	cottage industry.
[3109] 2:46:09	But yeah, that money was ritually impure
[3110] 2:46:13	because it had been done doing using a
[3111] 2:46:15	ritually impure act.
[3112] 2:46:18	You know, they still had to pay their
[3113] 2:46:19	tithe. They still had to pay their
[3114] 2:46:21	taxes.
[3115] 2:46:22	So by
[3116] 2:46:25	by destroying the pigs,
[3117] 2:46:28	the demons are driven out of the man.
[3118] 2:46:30	He's set free and that cottage industry
[3119] 2:46:33	of ritual impurity is destroyed.
[3120] 2:46:38	Marm Mara says Jesus gave a one-two
[3121] 2:46:41	punch without violence. Yeah,
[3122] 2:46:43	absolutely.
[3123] 2:46:46	And Jesus thought it was a great plan
[3124] 2:46:48	because, you know, pigs went insane when
[3125] 2:46:53	uh they were inhabited by the demons.
[3126] 2:46:55	So,
[3127] 2:47:01	Scott Worthan adds, "Dirty money even
[3128] 2:47:03	smells like pork. I don't miss pork
[3129] 2:47:05	chops. Don't regret refusing briberies
[3130] 2:47:07	as a front deskman." Well, I like pork.
[3131] 2:47:10	I like pig. Pig is tasty.
[3132] 2:47:14	I eat pig.
[3133] 2:47:17	They they're okay. Yeah, they're cute
[3134] 2:47:19	and they're intelligent, but they're
[3135] 2:47:21	also tasty. Sausage, bacon. Hey, the
[3136] 2:47:25	bacon sandwich we had for breakfast this
[3137] 2:47:27	morning was pretty dang good.
[3138] 2:47:30	So, pathogically, I'm a vegan.
[3139] 2:47:35	Bacon is lovely. Thick bacon. We had
[3140] 2:47:38	extra thick bacon. That thick sliced
[3141] 2:47:40	bacon. And we had it on on an egg and
[3142] 2:47:44	cheese croissant. Oh,
[3143] 2:47:48	you know,
[3144] 2:47:51	K Marcy says, "Pork is a black market.
[3145] 2:47:54	Big black market in the Middle East and
[3146] 2:47:56	a lot of pig runners there.
[3147] 2:47:59	I know one place in Egypt where you can
[3148] 2:48:01	get a bacon sandwich.
[3149] 2:48:05	I know the only place in Egypt where I
[3150] 2:48:07	can get a bacon sandwich.
[3151] 2:48:12	H. Ta Chong says, "I don't like bacon or
[3152] 2:48:14	ham." I love ham. Oh, ham's delicious.
[3153] 2:48:20	Um,
[3154] 2:48:22	bacon, ham, uh, sausages.
[3155] 2:48:26	Ah, such good stuff. Such good stuff.
[3156] 2:48:30	It's got worth it. Cops on the edge of
[3157] 2:48:32	town, right? No cops in the middle of
[3158] 2:48:34	Luxor.
[3159] 2:48:36	Not on the edge of town at all.
[3160] 2:48:47	Oh, h so yummy.
[3161] 2:48:51	Anyhow,
[3162] 2:49:02	uh Louisis Sandival, Dr. Folk, who is
[3163] 2:49:04	your favorite and least favorite person
[3164] 2:49:06	in the Bible apart from Jesus?
[3165] 2:49:11	Favorite person in the Bible? I'm a
[3166] 2:49:14	Moses guy. What can I say? I mean,
[3167] 2:49:16	you're going to have
[3168] 2:49:18	I'm an Exodus scholar. Of course, I'm
[3169] 2:49:20	going to like Moses.
[3170] 2:49:23	Least favorite person in the Bible.
[3171] 2:49:32	I don't know. Ananas rates pretty high.
[3172] 2:49:38	Yeah, Simon the magician rates pretty
[3173] 2:49:40	high. Um,
[3174] 2:49:44	Judas Escariat.
[3175] 2:49:47	Um, I can understand Judas Hiscariat.
[3176] 2:49:52	Um, still a traitor, but I can sort of
[3177] 2:49:54	understand Judas H's Scariot.
[3178] 2:49:57	Ananas and Safh I have a hard time
[3179] 2:49:59	understanding.
[3180] 2:50:03	You know that kind of stupid greed.
[3181] 2:50:06	Stupid greed.
[3182] 2:50:11	I mean, smart greed. Maybe I can
[3183] 2:50:13	understand. Which is why I understand
[3184] 2:50:15	the uh the unfaithful steward.
[3185] 2:50:20	>> Stupid greed. That's
[3186] 2:50:22	>> And Safra didn't think anybody would
[3187] 2:50:24	catch him.
[3188] 2:50:25	>> Yeah. Yeah. Ananas and Safara didn't
[3189] 2:50:28	think anyone would catch us. uh would
[3190] 2:50:31	catch them. But um anes
[3191] 2:50:34	must have understood that somebody would
[3192] 2:50:36	get wise that that that bag of gold was
[3193] 2:50:39	a little light.
[3194] 2:50:42	You know, they sell a large piece of
[3195] 2:50:43	property and Oh, I only got this amount
[3196] 2:50:46	for it. Uh
[3197] 2:50:48	>> sure you did.
[3198] 2:50:50	>> I mean, he does that. He's got,
[3199] 2:50:54	you know, jets upon jets. People still
[3200] 2:50:58	give him all kinds of money. Yeah.
[3201] 2:51:00	>> Now they have a uh natural disaster. He
[3202] 2:51:04	flies out on a private jet. Doesn't let
[3203] 2:51:07	poor people in his church.
[3204] 2:51:08	>> Yeah.
[3205] 2:51:09	>> They still give him money.
[3206] 2:51:10	>> Yeah.
[3207] 2:51:11	>> Why would Anderson
[3208] 2:51:13	be any different?
[3209] 2:51:16	>> Mari Mari asks, "Poor Jewish. Poor
[3210] 2:51:18	Judas. Is he in in hell?" Yes, he is.
[3211] 2:51:21	He's the son of predition. He's in hell.
[3212] 2:51:31	Okay,
[3213] 2:51:33	next one here.
[3214] 2:51:41	Uh, Overclock Shock asks, "Dr. Faulk, I
[3215] 2:51:44	was wondering if you had ever seen ear
[3216] 2:51:45	to ears biblical archaeology video." No,
[3217] 2:51:48	I haven't. He makes some claims about
[3218] 2:51:50	Egyptian stuff that sounds sus to me.
[3219] 2:51:52	There's a lot of uh
[3220] 2:51:55	both apologists and say legitimate
[3221] 2:51:59	um Old Testament scholars that say a lot
[3222] 2:52:03	of of sus sus stuff about Egypt. Um
[3223] 2:52:07	Egypt is not an easy discipline. Um
[3224] 2:52:12	it's a very very difficult discipline.
[3225] 2:52:15	It's a primary source discipline.
[3226] 2:52:18	So it's a discipline where you have to
[3227] 2:52:20	really know the primary sources really
[3228] 2:52:22	really well.
[3229] 2:52:24	So um
[3230] 2:52:29	so it's really easy to muck things up.
[3231] 2:52:33	Really easy to muck things up.
[3232] 2:52:37	So much Yeah. And there's so much to
[3233] 2:52:40	Egyptian history, too. There's so much
[3234] 2:52:42	data. There's so many archaeological
[3235] 2:52:45	digs.
[3236] 2:52:47	Um there's a lot of language materials
[3237] 2:52:49	and components to the languages.
