[0] 1:24	Heat. Heat.
[3043] 2:42:24	you know, isolated from our communities,
[3044] 2:42:26	insulated by AI and similacra, the more
[3045] 2:42:31	defective our relationships are going to
[3046] 2:42:33	become. And the fact is the more this is
[3047] 2:42:37	becomes a kind of death.
[3048] 2:42:41	This becomes a kind of death because
[3049] 2:42:43	death is separation.
[3050] 2:42:46	Keep that always in the back of your
[3051] 2:42:48	mind. Death is separation.
[3052] 2:42:52	If similacra is beginning between you
[3053] 2:42:56	and your relationships,
[3054] 2:42:59	that's a cause of death.
[3055] 2:43:03	So if similacra or an AI is getting
[3056] 2:43:06	between you and your human
[3057] 2:43:08	relationships,
[3058] 2:43:10	that's death.
[3059] 2:43:12	If it's beginning between you and your
[3060] 2:43:14	relationship with the divine, that's a
[3061] 2:43:17	kind of death.
[3062] 2:43:20	So you got to keep that in mind that
[3063] 2:43:23	this is more than just say um
[3064] 2:43:29	say the fact that that there's a you
[3065] 2:43:32	know socialization problem. There's a
[3066] 2:43:35	problem of death involved here
[3067] 2:43:39	and that will lead to all sorts of other
[3068] 2:43:42	problems beyond just socialization.
[3069] 2:43:46	It'll lead to problems of mental
[3070] 2:43:47	illness.
[3071] 2:43:49	It'll lead to problems uh like psychosis
[3072] 2:43:53	or even suicidal tendencies.
[3073] 2:43:59	It's really unhealthy. It's really
[3074] 2:44:01	really unhealthy.
[3075] 2:44:05	So, I think this is a problem we're
[3076] 2:44:07	going to see more of in the in the
[3077] 2:44:08	coming years as
[3078] 2:44:12	as this sort of takes on
[3079] 2:44:16	um
[3080] 2:44:19	say
[3081] 2:44:22	um a greater strangle hold in our
[3082] 2:44:25	society. We're going to see more of
[3083] 2:44:27	this. This is this is the this is the
[3084] 2:44:29	tip of the wedge.
[3085] 2:44:31	We're just beginning to have this
[3086] 2:44:34	breakdown of society.
[3087] 2:44:42	Bubble Trouble goes, "Man, what an age
[3088] 2:44:44	to be finally to finally be old enough
[3089] 2:44:46	to have a boyfriend and husband. All my
[3090] 2:44:49	choices are being taken by a mechanical
[3091] 2:44:51	mind meant to act like some
[3092] 2:44:54	big something anime girl." Yeah.
[3093] 2:44:59	>> Well, that's the thing. It's your each
[3094] 2:45:02	person's idealized person.
[3095] 2:45:05	>> Yeah. It's But here's the thing with
[3096] 2:45:06	Similac. Yeah.
[3097] 2:45:07	>> Real life, it doesn't work that way.
[3098] 2:45:10	>> Yeah.
[3099] 2:45:11	>> You and I are so close in so many
[3100] 2:45:14	things.
[3101] 2:45:16	We're not perfect.
[3102] 2:45:18	>> Well, I mean, um, well, I don't mean
[3103] 2:45:21	Mrs. Producer said this is one of the
[3104] 2:45:23	things that Similac does. It idealizes
[3105] 2:45:26	these things.
[3106] 2:45:28	It gives you the anime girl without any
[3107] 2:45:32	of the drawbacks.
[3108] 2:45:35	So,
[3109] 2:45:37	it's just going to become more of a
[3110] 2:45:38	problem. It's just going to become more
[3111] 2:45:39	of a problem because it's catering to
[3112] 2:45:41	people's wants, not what they actually
[3113] 2:45:44	need.
[3114] 2:45:44	>> Relationships become another product of
[3115] 2:45:47	commercialization.
[3116] 2:45:49	>> Yeah, Mrs. Producer said relationships
[3117] 2:45:51	become another product of
[3118] 2:45:52	commercialization.
[3119] 2:45:54	Fun. Fun.
[3120] 2:45:57	until it all breaks.
[3121] 2:46:01	And when it breaks,
[3122] 2:46:03	it's going to be lots of broken pieces
[3123] 2:46:06	on the ground.
[3124] 2:46:15	Okay, moving on.
[3125] 2:46:22	Um I want to thank here um PA888 for
[3126] 2:46:26	sponsoring this question. Thank you for
[3127] 2:46:27	that generous super chat. We really
[3128] 2:46:29	appreciate. And the next non-sup super
[3129] 2:46:31	chat will be yours because we have gone
[3130] 2:46:33	through a lot of super chats tonight and
[3131] 2:46:35	non-sup chats tonight. So,
[3132] 2:46:39	next one's yours.
[3133] 2:46:55	>> I think there's another one coming up.
[3134] 2:46:57	So, or maybe there's not. I don't know.
[3135] 2:47:00	We will find one.
[3136] 2:47:02	>> Is it possible to say the prophet
[3137] 2:47:04	Isaiah? Yeah, I'm not going to say that.
[3138] 2:47:09	>> 919.
[3139] 2:47:10	It's not actually a question.
[3140] 2:47:13	Just in case you haven't seen it yet,
[3141] 2:47:16	was Floren
[3142] 2:47:18	speaking in the International Conference
[3143] 2:47:21	of Biblical Archaeology this
[3144] 2:47:24	Exodus and
[3145] 2:47:27	it
[3146] 2:47:28	>> Yeah, we're we're pretty much at the end
[3147] 2:47:30	of the of the questions already.
[3148] 2:47:35	Um
[3149] 2:47:39	>> dude just
[3150] 2:47:41	a dude
[3151] 2:47:42	>> in your opinion. Where was Adam?
[3152] 2:47:48	>> Yeah, we just passed him.
[3153] 2:47:51	So yeah, this is the last question. So
[3154] 2:47:54	uh Duza dude, in your opinion, where was
[3155] 2:47:56	Adam created? So this is going to be the
[3156] 2:47:59	sponsored one because this is the only
[3157] 2:48:00	one left.
[3158] 2:48:05	You have questions tonight?
[3159] 2:48:06	>> If you have more questions. Yeah, we're
[3160] 2:48:09	already out of questions and it's like
[3161] 2:48:11	10 to 11.
[3162] 2:48:13	Uh, where was Adam created? Don't know.
[3163] 2:48:19	We know he was not created in Eden
[3164] 2:48:24	because Adam was created and then he was
[3165] 2:48:26	brought into Eden.
[3166] 2:48:29	So let's look at the text here and we
[3167] 2:48:32	will show you
[3168] 2:48:36	Genesis.
[3169] 2:48:38	Okay.
[3170] 2:48:41	CH chapter 2 here
[3171] 2:48:46	and
[3172] 2:48:57	Okay. And so God makes makes the garden.
[3173] 2:49:00	And in in verses 2 verse Genesis 2:es
[3174] 2:49:04	5-18
[3175] 2:49:08	and oh where is it? Verse 15. Then the
[3176] 2:49:12	Lord took the man and put him into the
[3177] 2:49:15	garden of Eden to cultivate and keep it.
[3178] 2:49:19	Okay. What this tells us is that Adam
[3179] 2:49:23	was not created in Eden.
[3180] 2:49:28	Wow.
[3181] 2:49:29	>> This is something your
[3182] 2:49:31	Sunday school teacher
[3183] 2:49:34	>> Yeah. This is something your Sunday
[3184] 2:49:35	school teacher will never tell you. Your
[3185] 2:49:37	Sunday school teacher is going to tell
[3186] 2:49:39	you Adam was created in e Eden. He was
[3187] 2:49:42	not created in Eden. Not according to
[3188] 2:49:45	the Bible. Not according to Genesis
[3189] 2:49:47	2:15.
[3190] 2:49:54	Bubble trouble. Wait a minute.
[3191] 2:49:57	[laughter]
[3192] 2:49:58	I never noticed that.
[3193] 2:50:01	That's why you come every Friday.
[3194] 2:50:04	[laughter]
[3195] 2:50:10	[laughter]
[3196] 2:50:12	Hold hold the phone.
[3197] 2:50:16	[laughter]
[3198] 2:50:20	Yep.
[3199] 2:50:22	Mama says he was put there. not created
[3200] 2:50:26	there. Yep.
[3201] 2:50:29	And Graham details. [laughter]
[3202] 2:50:32	The little things is what makes this all
[3203] 2:50:34	work.
[3204] 2:50:36	Okay.
[3205] 2:50:38	Yes. The text says, "Then the Lord God
[3206] 2:50:40	took the man and put him into the Garden
[3207] 2:50:44	of Eden." This is what we call a a
[3208] 2:50:48	stative
[3209] 2:50:50	where it transitions from one place to
[3210] 2:50:53	the other. It's an action of movement.
[3211] 2:50:57	God takes the man and puts him into the
[3212] 2:51:00	Garden of Eden. He wasn't created there.
[3213] 2:51:06	So
[3214] 2:51:07	[laughter]
[3215] 2:51:08	it's like
[3216] 2:51:13	Milo goes [clears throat]
[3217] 2:51:15	Adam is an alien confirmed. Could be.
[3218] 2:51:19	Could be.
[3219] 2:51:22	[laughter]
[3220] 2:51:26	So Dooza,
[3221] 2:51:29	where was Adam created? I have no idea.
[3222] 2:51:32	The only thing I can say is not in Eden.
[3223] 2:51:37	He was not created in Eden.
[3224] 2:51:41	Where he was created, no idea.
[3225] 2:51:49	But yes.
[3226] 2:51:52	Yes. Bubble Trouble.
[3227] 2:51:54	Uh
[3228] 2:51:56	that's why you come and you you listen
[3229] 2:51:57	to me every Friday is to get the phone
[3230] 2:52:00	held for you. [laughter]
[3231] 2:52:05	The dooa dude. First human [laughter]
[3232] 2:52:08	confirmed.
[3233] 2:52:16	Yeah. So, we have no idea where Adam was
[3234] 2:52:18	created. Uh
[3235] 2:52:22	we have uh just it's just one of those
[3236] 2:52:24	things that's the Bible doesn't tell us.
[3237] 2:52:27	The Bible does not tell us he's created
[3238] 2:52:30	on earth somewhere.
[3239] 2:52:32	where?
[3240] 2:52:34	No idea. The Bible doesn't tell us.
[3241] 2:52:39	So if your if your uh Sunday school
[3242] 2:52:42	teacher told you he was Adam's created
[3243] 2:52:45	in Eden, he hasn't he or she hasn't read
[3244] 2:52:47	the text. So So
[3245] 2:52:52	there it is. There's the uh we want to
[3246] 2:52:55	thank again um PA888 for sponsoring that
[3247] 2:52:59	question.
[3248] 2:53:01	uh it did it didn't um say produce um a
[3249] 2:53:07	clear answer except in the negation not
[3250] 2:53:11	Eden. So there you go.
[3251] 2:53:15	Uh
[3252] 2:53:17	Andrew Graham
[3253] 2:53:19	asks, "Do we really need to know?"
[3254] 2:53:22	Probably not. Doesn't really affect the
[3255] 2:53:25	story in any way. doesn't affect the
[3256] 2:53:28	narrative or the reason for the
[3257] 2:53:29	narrative.
[3258] 2:53:31	>> He was created in proto Eden.
[3259] 2:53:34	>> Mama Ghost, he was created in proto
[3260] 2:53:37	Eden. [laughter]
[3261] 2:53:43	CPM versus Dust. I want to know. Give me
[3262] 2:53:46	the answer now. No.
[3263] 2:53:54	Ah, good times.
[3264] 2:53:57	I want to believe AJ Higgins.
[3265] 2:54:02	[laughter]
[3266] 2:54:04	A little XFiles reference there.
[3267] 2:54:16	Uh, a Matthew. Uh, Dr. Folk, with the
[3268] 2:54:18	Odyssey film coming out last week, what
[3269] 2:54:20	are your thoughts on the historicity of
[3270] 2:54:22	the Trojan War and characters like
[3271] 2:54:23	Odysius and Agamemnon?
[3272] 2:54:25	Uh, did they overlap with any Bible
[3273] 2:54:28	narratives? Um, okay.
[3274] 2:54:32	Uh, Homer writes in the 8th century
[3275] 2:54:34	about 400 years after the Trojan War.
[3276] 2:54:38	The Trojan War was a real war. Okay. It
[3277] 2:54:41	was not a fake war. Uh, Troy was a
[3278] 2:54:45	Hittite outpost. It was an a um um
[3279] 2:54:49	Hittite outpost that guarded the
[3280] 2:54:53	um the access point to to the uh Black
[3281] 2:54:57	Sea. Uh it was a real city. It was
[3282] 2:55:00	discovered by Schlman in the 19th
[3283] 2:55:01	century.
[3284] 2:55:04	Um I think we have now found Agamemnon's
[3285] 2:55:07	grave if I'm not mistaken. Just make
[3286] 2:55:09	sure that that
[3287] 2:55:13	see if we got that.
[3288] 2:55:32	Yeah, I believe um treasury of at um
[3289] 2:55:36	Atreaus or the tomb of Agamemnon.
[3290] 2:55:39	So yeah, there is
[3291] 2:55:42	um we do have his grave. So Agamemnon
[3292] 2:55:46	was a real guy.
[3293] 2:55:51	So So
[3294] 2:55:54	that's um Agamemnon we know is
[3295] 2:55:56	historical. Adysius we're not so sure.
[3296] 2:56:00	Okay.
[3297] 2:56:01	Um
[3298] 2:56:04	there was um this was part of
[3299] 2:56:09	the sea people's movement when Greek
[3300] 2:56:12	Greeks started migrating
[3301] 2:56:16	um across Asia Minor
[3302] 2:56:19	and started moving down into the Levant.
[3303] 2:56:23	So,
[3304] 2:56:26	so this is part of that whole whole sea
[3305] 2:56:29	people's movement and their encounter
[3306] 2:56:33	with the Hittites. Okay.
[3307] 2:56:38	So,
[3308] 2:56:40	um the history I have not seen I haven't
[3309] 2:56:44	seen the the new uh Christopher Nolan
[3310] 2:56:46	film so I can't really judge the film.
[3311] 2:56:49	Um, I do have some some concerns about
[3312] 2:56:53	say the interpretation.
[3313] 2:56:56	Uh, from what I heard, it follows
[3314] 2:56:58	Wilson's translation and Wilson's
[3315] 2:57:01	translation is really cuckoo for Cocoa
[3316] 2:57:03	Puffs.
[3317] 2:57:04	Um,
[3318] 2:57:07	so I'm not I'm not really thrilled with
[3319] 2:57:10	Wilson's translation. Fagels is probably
[3320] 2:57:13	better.
[3321] 2:57:15	um what I know about the Odysius and I
[3322] 2:57:18	did a I did a whole course on Greek and
[3323] 2:57:20	Roman literature in college. So I had to
[3324] 2:57:22	read this stuff. Uh Od Odysius was a
[3325] 2:57:27	very proud man.
[3326] 2:57:29	This was the whole point of the Odyssey.
[3327] 2:57:33	It's basically one man's pride and
[3328] 2:57:36	everyone suffering the consequences of
[3329] 2:57:38	one man's pride.
[3330] 2:57:41	Um
[3331] 2:57:44	he
[3332] 2:57:46	he does really um
[3333] 2:57:55	a Matthew says he actually he actually
[3334] 2:57:58	says he's read many translations
[3335] 2:57:59	including Redu Reu and Fagos though he's
[3336] 2:58:02	pretty positive about Wilson. Well
[3337] 2:58:03	Wilson does write it in very simplistic
[3338] 2:58:07	terms. Um, I mean, he she may she he I
[3339] 2:58:12	don't know what it is. Okay. I don't
[3340] 2:58:14	know what what Wilson is. It's not clear
[3341] 2:58:18	to me.
[3342] 2:58:20	Uh, but anyway, Wilson
[3343] 2:58:23	um
[3344] 2:58:24	does try to make
[3345] 2:58:27	um a uh Odysius a conflicted character
[3346] 2:58:31	wounded by war who must go into drug
[3347] 2:58:35	addiction. Okay, that's not The Odyssey.
[3348] 2:58:39	Okay, so my my thought on it, it might
[3349] 2:58:42	be a great film. I don't know. I haven't
[3350] 2:58:43	I haven't watched it. It's just not The
[3351] 2:58:47	Odyssey. So
[3352] 2:58:52	So that's kind of my my thoughts on
[3353] 2:58:54	that.
[3354] 2:59:02	AJ Higgins says Wilson herself said
[3355] 2:59:04	Nolan's Odyssey was was flawed. That
[3356] 2:59:06	could be.
[3357] 2:59:13	Uh Plushies says maybe the fact some
[3358] 2:59:16	multiple different Greek words get
[3359] 2:59:18	translated as the same English word.
[3360] 2:59:21	There does seem to have been some
[3361] 2:59:22	editorializing by Wilson.
[3362] 2:59:26	So, uh, there is some spin on that Greek
[3363] 2:59:31	that I don't think can be justified, but
[3364] 2:59:34	it's not unusual for translators to do
[3365] 2:59:36	that either. There are there are
[3366] 2:59:38	translators that who have an ideological
[3367] 2:59:40	bent, and they're not really necessarily
[3368] 2:59:44	trying to give you the most accurate
[3369] 2:59:47	translation. They're trying to give you
[3370] 2:59:49	the what they think is the best sense of
[3371] 2:59:52	the text. Uh this is this is come um
[3372] 2:59:56	this comes down to say
[3373] 2:59:59	literal translations versus thought
[3374] 3:00:01	translations. You know we get this in
[3375] 3:00:03	the Bible with with Bible translations
[3376] 3:00:05	too but you get that also in say Greek
[3377] 3:00:07	translations.
[3378] 3:00:10	And it strikes me that Wilson's
[3379] 3:00:11	translations is more of a thought
[3380] 3:00:12	translation than say a literal
[3381] 3:00:14	translation. So,
[3382] 3:00:18	um, but her her her
[3383] 3:00:23	translations of say say Adysius's more
[3384] 3:00:26	prideful moments doesn't seem coherent
[3385] 3:00:29	to me. But
[3386] 3:00:36	Andrew Graham says, "It's a crap movie
[3387] 3:00:38	is what it is." Well, I don't know. I
[3388] 3:00:39	haven't seen it.
[3389] 3:00:47	Uh, mama says, "So, Adysius is not a
[3390] 3:00:49	hero, but a drug addict due to PTSD."
[3391] 3:00:52	Well, that's that's how Wilson Nolan
[3392] 3:00:54	wants to paint it.
[3393] 3:00:57	>> But as somebody else pointed it out,
[3394] 3:00:59	he's a hero just in the Greek sense, not
[3395] 3:01:01	the western.
[3396] 3:01:02	>> Yeah, that would be he's a hero in in
[3397] 3:01:05	the Greek sense, not the Western sense.
[3398] 3:01:08	He's not a heroic character.
[3399] 3:01:11	He's a prideful man that reveled in the
[3400] 3:01:14	the butchery and bloodshed of of Troy
[3401] 3:01:19	and
[3402] 3:01:21	the destruction of Harris Temple.
[3403] 3:01:25	That's really what
[3404] 3:01:27	what what the the Odyssey is, is he goes
[3405] 3:01:32	in um to Harris's temple and desecrates
[3406] 3:01:35	it, kills the priestesses, beheads the
[3407] 3:01:39	statue, super proud of it, and Hera
[3408] 3:01:43	decides to take revenge.
[3409] 3:01:45	Okay.
[3410] 3:01:47	Or Athena. I thought it was Harris, but
[3411] 3:01:50	okay. It could be Athena. It's been a
[3412] 3:01:51	long time since I've looked at the book.
[3413] 3:01:55	But yeah, it's all about it's all about
[3414] 3:01:58	that sort of um
[3415] 3:02:02	you know, you you don't show your proper
[3416] 3:02:07	respect to the right Greek deity and
