[0] 0:22	Oh,
[2859] 2:27:25	um Amir Kopchev had had started his own
[2860] 2:27:28	tomb and we presume initi at least
[2861] 2:27:31	initially
[2862] 2:27:33	he was buried in his own tomb.
[2863] 2:27:36	Now it is possible that his body was in
[2864] 2:27:39	disinterred and then moved to KV5, but
[2865] 2:27:42	we're not sure. So
[2866] 2:27:47	it's quite possible that Ramsey's I
[2867] 2:27:49	started KV5
[2868] 2:27:52	because of the death of I'm going to
[2869] 2:27:53	hear Copchef and basically thinking that
[2870] 2:27:55	yeah, I got 52 children. I'm going to
[2871] 2:27:58	need to find places to bury them. You
[2872] 2:28:00	know, let's just make this a family a
[2873] 2:28:03	family tomb. So,
[2874] 2:28:06	but but yeah, we have we have no
[2875] 2:28:09	evidence
[2876] 2:28:11	um almost no evidence to associate that
[2877] 2:28:14	skull with with Aman here copchef. It's
[2878] 2:28:17	just as I said, the evidence is so thin
[2879] 2:28:20	and there's no um I don't think they've
[2880] 2:28:23	even done genetic tests on that skull to
[2881] 2:28:25	even see if it's related. Um I mean that
[2882] 2:28:28	would answer at least at least if it was
[2883] 2:28:31	one of Ramse's I's children.
[2884] 2:28:34	So,
[2885] 2:28:37	>> yeah. And and they and they got teeth.
[2886] 2:28:40	So, so they could they could do a DNA
[2887] 2:28:43	extraction from one of the teeth and
[2888] 2:28:45	then do a genetic test with Ramse's II,
[2889] 2:28:47	but they haven't done that yet. So, who
[2890] 2:28:50	knows? Who knows?
[2891] 2:28:53	All right. Next one here
[2892] 2:28:57	is from Millaning for $5. Thank you for
[2893] 2:29:00	the super chat.
[2894] 2:29:02	Uh would it be best to argue that the
[2895] 2:29:04	belief in high christologology already
[2896] 2:29:06	appeared in the New Testament but Nika
[2897] 2:29:08	put that belief into formula not
[2898] 2:29:10	originated? Yeah, that's that's fair. Um
[2899] 2:29:12	it's very clear that the New Testament
[2900] 2:29:14	has a high chronology.
[2901] 2:29:16	High christologology, sorry. It has a
[2902] 2:29:18	high christologology. A high
[2903] 2:29:20	christologology is the idea you and
[2904] 2:29:23	let's explain the difference between
[2905] 2:29:25	highristologology versus lowristology.
[2906] 2:29:28	High Christologology is the belief that
[2907] 2:29:30	Christ was God at the incarnation. Okay.
[2908] 2:29:34	So Christ
[2909] 2:29:36	uh incarnated as the God man. Okay. So
[2910] 2:29:41	that's what's meant by
[2911] 2:29:42	highristologology. He was already God at
[2912] 2:29:45	the incarnation.
[2913] 2:29:47	Low christologology is the idea that
[2914] 2:29:50	Christ was just an ordinary human being
[2915] 2:29:53	that was so good and so holy he became
[2916] 2:29:57	God or like God.
[2917] 2:30:00	Oh yeah.
[2918] 2:30:03	Yeah. That's a thing.
[2919] 2:30:06	though
[2920] 2:30:08	um I think it's very very clear that the
[2921] 2:30:09	New Testament supports a high
[2922] 2:30:10	christologology
[2923] 2:30:12	uh you know from both the say the
[2924] 2:30:14	incarnation scenes like in Luke um you
[2925] 2:30:18	find it even in Mark which is said to be
[2926] 2:30:21	the least high christoologgical of the
[2927] 2:30:23	gospels you even see it in Mark where
[2928] 2:30:26	you know very very early on he's doing
[2929] 2:30:29	these first order miracles so
[2930] 2:30:33	um it definitely appears in the New
[2931] 2:30:35	Testament
[2932] 2:30:36	And I think Nikia just did um
[2933] 2:30:41	turned it, formulated it, but they
[2934] 2:30:43	didn't they definitely didn't originate
[2935] 2:30:45	it. Uh so I hope that helps. Thank you
[2936] 2:30:48	very much for the super chat. Very much
[2937] 2:30:49	appreciate. You also see a um say
[2938] 2:30:53	antiian fathers. A lot of the antiian
[2939] 2:30:56	fathers extol a high christologology.
[2940] 2:30:59	You know the church fathers are you
[2941] 2:31:01	basically um
[2942] 2:31:04	believe in a high christologology. They
[2943] 2:31:06	don't I mean you look at the the the the
[2944] 2:31:09	early church fathers the antiian fathers
[2945] 2:31:11	and they they don't believe in
[2946] 2:31:13	lowristologology
[2947] 2:31:14	you know they don't I mean that's
[2948] 2:31:17	um that becomes too associated with the
[2949] 2:31:20	ebanite uh heresies and that sort of
[2950] 2:31:23	thing. So, um, they're going to they're
[2951] 2:31:26	going to they're going to to basically
[2952] 2:31:29	double down on highristologology.
[2953] 2:31:32	So, you know, guys like Irenaeus,
[2954] 2:31:34	Polycarp, they're going to go all in on
[2955] 2:31:36	highristologology. So, hope that helps.
[2956] 2:31:39	Thank you for the super chat.
[2957] 2:31:54	Orion Cohen Camp asks, "So, is that an
[2958] 2:31:58	award for the book or the or for the
[2959] 2:32:00	author?"
[2960] 2:32:02	Uh, he's talking about this award that I
[2961] 2:32:04	received in the mail on Monday for
[2962] 2:32:06	Reoquery of the Dead. Uh, it is an award
[2963] 2:32:09	for the book because it's the book
[2964] 2:32:12	that's judged, not the author.
[2965] 2:32:16	[laughter]
[2966] 2:32:17	It is my award because I'm the author
[2967] 2:32:21	and I earned it. Okay. But it's an award
[2968] 2:32:25	for the book. [laughter] Okay.
[2969] 2:32:28	Hope that helps. Thank you for asking.
[2970] 2:32:36	Okay. Next one.
[2971] 2:32:39	Uh Big Destiny for $5. Thank you for the
[2972] 2:32:41	super chat.
[2973] 2:32:44	Uh, I wanted to use the money that would
[2974] 2:32:47	that I would normally tithe and donate
[2975] 2:32:49	it to a local food bank. Do you think
[2976] 2:32:51	that this is acceptable? Um, it's
[2977] 2:32:54	acceptable if you're not associated with
[2978] 2:32:56	a church already. Okay, here's how it
[2979] 2:33:00	works. Here's how tithing is supposed to
[2980] 2:33:02	work. When you the tithe goes to your
[2981] 2:33:05	local church, okay, that's where your
[2982] 2:33:07	tithe goes. Anything above your tithe is
[2983] 2:33:11	called an offering.
[2984] 2:33:14	offerings. So, so basically you've got
[2985] 2:33:16	the tithe that goes to your local church
[2986] 2:33:18	that's to support their ministry.
[2987] 2:33:21	The offerings are then above and beyond
[2988] 2:33:25	your tithe
[2989] 2:33:26	for
[2990] 2:33:28	parurch mil uh ministries. So, you would
[2991] 2:33:31	you would donate them to your local food
[2992] 2:33:33	bank. You would donate them to say other
[2993] 2:33:36	ministries like for example ancient
[2994] 2:33:37	Egypt in the Bible. Uh but that's that's
[2995] 2:33:40	what you would do is is your tithe goes
[2996] 2:33:42	to your church, your offerings go to
[2997] 2:33:45	other ministries and a food bank would
[2998] 2:33:49	your local food bank would be one of
[2999] 2:33:51	those other ministries. Okay? So tithe
[3000] 2:33:55	goes to the church,
[3001] 2:33:57	offerings go to the food bank or any
[3002] 2:33:59	other ministry you'd like to support. So
[3003] 2:34:01	I hope that clarifies things. Thank you
[3004] 2:34:03	very much for the super chat. Very much
[3005] 2:34:05	appreciate it.
[3006] 2:34:09	Uh Andrew Graham goes, "Who's judging
[3007] 2:34:11	the authors?" Okay. Um well, I can tell
[3008] 2:34:14	you who's judging the books, which is
[3009] 2:34:17	other authors, uh other um media
[3010] 2:34:21	experts,
[3011] 2:34:22	uh you know, they every every literary
[3012] 2:34:26	contest uh has a panel of judges. So,
[3013] 2:34:30	sometimes it's former former contest
[3014] 2:34:32	winners. Um in this particular uh
[3015] 2:34:36	contest they have a um a wide range of
[3016] 2:34:40	people who do it. Uh one of the cont one
[3017] 2:34:42	of the judges was Don Bluth
[3018] 2:34:45	um the animator the guy who does who did
[3019] 2:34:49	like so I think it was the rescuers
[3020] 2:34:52	uh who animated the rescuers or the
[3021] 2:34:53	director of that or writer of that. So
[3022] 2:34:57	um so there's a there's a lot of these
[3023] 2:34:59	uh have have say media experts,
[3024] 2:35:02	publishers, editors, that sort of thing
[3025] 2:35:04	who do the judging. So um yeah uh people
[3026] 2:35:10	who who know some something about
[3027] 2:35:11	literature.
[3028] 2:35:13	Okay,
[3029] 2:35:24	next one here is from
[3030] 2:35:27	vape memes for $10 Canadian. Okay.
[3031] 2:35:33	Hey, Dr. Faulk, do you think the similar
[3032] 2:35:35	wording in Exodus 4:19 and Matthew 2:20
[3033] 2:35:39	was intentional or coincidental? Also, I
[3034] 2:35:41	just watched Life of Brian for the first
[3035] 2:35:43	time minutes before your stream, so I'm
[3036] 2:35:46	on to you. Yeah, I didn't exactly hide
[3037] 2:35:49	it.
[3038] 2:35:51	Okay. Um, next one. Okay. So, let's
[3039] 2:35:53	bring up the Bible. Let's talk about uh
[3040] 2:35:55	Exodus 4.
[3041] 2:35:58	Exodus
[3042] 2:36:00	4
[3043] 2:36:03	19. It says, "Now the Lord said to Mi
[3044] 2:36:07	Moses in Midian,
[3045] 2:36:09	uh, go back to Egypt, for all the men
[3046] 2:36:11	who are seeking your life are dead."
[3047] 2:36:14	Okay.
[3048] 2:36:17	The Matthew 2:20.
[3049] 2:36:29	Arise and take the child and his mother.
[3050] 2:36:31	go into the uh go into the land of
[3051] 2:36:33	Israel, for those who sought the child's
[3052] 2:36:35	life are dead.
[3053] 2:36:41	Yeah, there's there's a there's simil
[3054] 2:36:43	some similarity there in the wording.
[3055] 2:36:46	Um, was it intentional? I don't know.
[3056] 2:36:49	Uh, could be.
[3057] 2:36:53	I I mean I think I think most Bible
[3058] 2:36:55	commentaries would look at the two and
[3059] 2:36:56	say, "Yeah, there there's a similarity
[3060] 2:36:58	there before between Exodus 4:19
[3061] 2:37:01	and um
[3062] 2:37:03	and Matthew 2:20." I mean, it's both
[3063] 2:37:06	both these are say divine revelations.
[3064] 2:37:10	So, yeah. Okay. Uh
[3065] 2:37:15	probably it's probably intentional. It's
[3066] 2:37:17	probably intentional.
[3067] 2:37:19	Um, I don't think it's necessarily
[3068] 2:37:21	coincidental here, but yeah.
[3069] 2:37:24	Yeah, I think there's a similarity in
[3070] 2:37:25	wording.
[3071] 2:37:27	Hope that helps. Thank you for the super
[3072] 2:37:28	chat. Very much appreciate it.
[3073] 2:38:02	Next one here is from H common lurker
[3074] 2:38:06	for $5. Thank you for the super chat.
[3075] 2:38:10	Uh, do you have an opinion on Zach from
[3076] 2:38:12	what your pastor didn't tell you? Yes, I
[3077] 2:38:14	do.
[3078] 2:38:15	His attitude towards Wes Hus have rubbed
[3079] 2:38:18	me the wrong way and some other things.
[3080] 2:38:20	Oh, I'm not surprised.
[3081] 2:38:22	Uh yeah, he's not exactly uh welcome
[3082] 2:38:26	here. [laughter] Okay.
[3083] 2:38:29	Um
[3084] 2:38:32	uh dude can be a real dirt bag
[3085] 2:38:34	sometimes. So um
[3086] 2:38:39	yeah. Um I don't I don't I don't like my
[3087] 2:38:41	I don't like Zach uh personally.
[3088] 2:38:45	Um,
[3089] 2:38:50	I mean, he he's he's he's threatened to
[3090] 2:38:52	plagiarize some of my my ideas. Um, he's
[3091] 2:38:56	he I mean, he he I mean, he he said to
[3092] 2:38:58	my face once that, "Oh, you haven't
[3093] 2:39:00	published this?" Well, I'm just going to
[3094] 2:39:02	publish it and claim the credit for it.
[3095] 2:39:04	Um, oh, yeah, that's nice, dude. Well,
[3096] 2:39:07	here's here and and I think I think the
[3097] 2:39:09	dude has some nerve. I mean, Zach has
[3098] 2:39:12	some nerve accusing Wes Huff of
[3099] 2:39:14	plagiarizing a Twitter tweet
[3100] 2:39:19	when the guy has threatened to
[3101] 2:39:22	plagiarize other people himself.
[3102] 2:39:24	[snorts] Um
[3103] 2:39:27	um the the guy's a snake. The guy is a
[3104] 2:39:30	complete snake.
[3105] 2:39:32	um he will he will he will try to to um
[3106] 2:39:37	plum you for information
[3107] 2:39:40	and then mock you behind your back with
[3108] 2:39:43	with his atheist friends.
[3109] 2:39:46	So So I don't like the guy one bit. I
[3110] 2:39:49	don't like the one guy one bit and I'm
[3111] 2:39:52	quite open about that. Um you know he
[3112] 2:39:55	loves cozying up to guys like Kip Davis.
[3113] 2:39:59	Um he likes to cozy up to guys like Kip
[3114] 2:40:02	Davis, Dan Mlelen, you know, he likes to
[3115] 2:40:04	keep close be close friends to those
[3116] 2:40:06	guys, but if you are if you um if you
[3117] 2:40:11	help the guy out, he'll just he'll just
[3118] 2:40:13	like stab you in the back. So
[3119] 2:40:17	um
[3120] 2:40:20	I think I think I think Zach's a total
[3121] 2:40:22	dirt bag. Okay. And he's not really
[3122] 2:40:24	welcome here.
[3123] 2:40:27	Okay, moving on.
[3124] 2:40:37	uh come lurker for $2. Thank you very
[3125] 2:40:38	much for the super chat. Can you
[3126] 2:40:40	elaborate on the archaeology from AI
[3127] 2:40:43	from I? Okay. Um I don't have the latest
[3128] 2:40:47	paper from I
[3129] 2:40:49	um
[3130] 2:40:51	from what I understand though
[3131] 2:40:54	um
[3132] 2:40:56	the
[3133] 2:40:58	the latest uh and again I don't have the
[3134] 2:41:01	details on this so I can't really um say
[3135] 2:41:04	too much as far as uh the latest
[3136] 2:41:06	results. Um the archaeology from I
[3137] 2:41:11	um depends if you mean there's still
[3138] 2:41:15	some some debate over which which city
[3139] 2:41:18	is I. Okay. Uh I think Ael is probably
[3140] 2:41:21	still the best candidate for I.
[3141] 2:41:24	Um
[3142] 2:41:26	I think that
[3143] 2:41:29	uh Telmaktier is not a good candidate
[3144] 2:41:31	for I. I think it's a terrible candidate
[3145] 2:41:34	for I as much as ABR still likes it as
[3146] 2:41:37	it basically that's ABR's preferred
[3147] 2:41:41	candidate for uh I I think I think Tel
[3148] 2:41:44	Mater is a terrible candidate.
[3149] 2:41:46	Um
[3150] 2:41:48	but it's hard to get past that because
[3151] 2:41:50	they do twist the data.
[3152] 2:41:54	Um in fact for example uh Telmakier um
[3153] 2:41:58	they found a fire pit
[3154] 2:42:00	and they sort of
[3155] 2:42:02	exaggerated that into a destruction
[3156] 2:42:05	layer. And there's no destruction layer
[3157] 2:42:07	at Telmakier. That's that's late Bronze
[3158] 2:42:09	Age. Okay. Uh either one or two.
[3159] 2:42:14	So
[3160] 2:42:16	um
[3161] 2:42:20	um uh I just
[3162] 2:42:24	so I don't I don't see Telmatier is a
[3163] 2:42:27	viable candidate for I now still is.
[3164] 2:42:30	Eightel still is.
[3165] 2:42:32	Now the there were
[3166] 2:42:36	um there was a late bronze one
[3167] 2:42:39	occupation at at 8 tell. Uh
[3168] 2:42:46	there was also a late bronze they did
[3169] 2:42:49	find late bronze 2 Iron Age one
[3170] 2:42:54	artifacts uh and and objects at 8.
[3171] 2:42:59	So,
[3172] 2:43:01	um,
[3173] 2:43:03	so if if they did find a destruction
[3174] 2:43:06	layer that's late bronze 2, that would
[3175] 2:43:09	probably
[3176] 2:43:11	conceal the deal as um atel as being say
[3177] 2:43:17	the biblical eye.
[3178] 2:43:24	Uh, Andrew Grim so says, "So I's
[3179] 2:43:26	location remains a mystery." Yeah, we're
[3180] 2:43:28	still not sure.
[3181] 2:43:30	Uh, we still don't have that smoking
[3182] 2:43:32	gun. Okay,
[3183] 2:43:36	about the only thing I'm I'm kind of
[3184] 2:43:38	sure about is Helmakier is not I
[3185] 2:43:41	but that still leaves open is a tell I
[3186] 2:43:45	if has that destruction layer or there's
[3187] 2:43:49	the other possibility too. Did have
[3188] 2:43:53	sight leveling?
[3189] 2:43:55	If AEL had sight leveling, that would
[3190] 2:43:59	explain the the late bronze 2b Iron Age
[3191] 2:44:03	one artifacts, but not a destruction
[3192] 2:44:06	layer. And if you have sight leveling at
[3193] 2:44:08	atel,
[3194] 2:44:10	then that's a
[3195] 2:44:12	um
[3196] 2:44:14	then that would be evidence um that tell
[3197] 2:44:17	is I. So,
[3198] 2:44:21	so, um, we're still we're still up in
[3199] 2:44:23	the air about the archaeology of I
[3200] 2:44:26	because we're not exactly sure which
[3201] 2:44:28	site it is. So, hope it helps. Thank you
[3202] 2:44:31	very much. Super chat. Very much
[3203] 2:44:33	appreciate it.
[3204] 2:44:37	All right. Send a little apologetics for
[3205] 2:44:39	$10 Australian. Good to see you here,
[3206] 2:44:40	Rob.
[3207] 2:44:42	Habibi Davidid,
[3208] 2:44:44	[laughter]
[3209] 2:44:45	you've been hanging out too much too
[3210] 2:44:47	much with your uh with your Islamic
[3211] 2:44:49	friends.
[3212] 2:44:50	Okay. Uh the Quran says Satan whispers.
[3213] 2:44:54	I'm sure he does. Never a snake. Okay.
